col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,target
b,0,9,2,0,1,3,10,a,b,1,146538,20,40,0
a,0,7,3,0,1,,,b,d,1,258872,17,5,0
a,0,9,2,0,1,3,10,b,d,2,206399,19,40,0
b,0,10,6,0,1,7,7,a,b,1,197332,45,55,1
b,0,9,2,0,1,3,7,a,b,1,245062,60,40,1
b,0,12,7,0,,3,2,a,b,2,197583,42,40,1
b,0,9,2,0,1,2,6,b,c,1,234885,44,40,1
b,0,11,8,0,1,3,10,a,b,3,72887,40,40,1
b,0,9,2,0,1,3,2,b,c,1,180374,30,40,0
b,0,10,6,0,1,3,8,a,b,2,351299,38,50,0
b,0,9,2,0,1,3,8,a,b,1,54012,23,60,0
b,0,10,6,0,1,,,a,b,1,115745,32,40,0
a,0,12,7,0,1,3,9,a,d,1,116632,44,40,0
b,0,9,2,0,1,5,8,a,b,2,288825,54,40,0
b,0,13,1,0,1,3,4,a,b,1,132601,32,50,0
d,0,2,14,0,1,3,7,a,e,1,193374,50,40,0
a,0,13,1,0,1,3,11,b,a,1,170070,24,20,0
b,0,9,2,0,1,3,1,b,c,1,126708,37,60,0
c,0,9,2,0,1,3,8,a,e,1,35598,52,40,0
b,0,10,6,0,1,3,8,a,b,1,33983,38,40,0
b,1977,14,4,0,1,3,2,a,b,1,192776,49,45,1
b,0,13,1,0,1,3,11,b,c,1,118551,30,16,1
a,0,10,6,0,1,3,4,a,e,1,201965,60,40,1
a,0,10,6,0,1,,,a,d,1,139883,22,40,0
a,0,9,2,0,1,3,7,a,a,1,285020,35,40,0
a,0,9,2,0,1,3,8,a,a,1,303990,30,60,0
c,0,11,8,0,1,3,5,b,a,1,49401,67,24,0
a,0,13,1,0,1,3,7,b,a,1,279196,46,40,0
a,0,5,5,0,1,3,5,a,a,1,211870,17,6,0
a,0,10,6,0,1,3,3,a,d,1,281432,22,30,0
a,0,6,13,0,1,3,5,a,a,1,161155,27,40,0
a,0,9,2,0,1,3,5,b,e,1,197904,23,35,0
b,0,12,7,0,24,3,7,a,b,1,111746,33,45,0
b,0,10,6,0,1,2,7,a,b,1,170721,43,20,0
a,0,13,1,0,1,1,4,a,a,1,70100,28,20,0
d,0,9,2,0,1,3,7,b,e,1,193626,41,40,0
a,0,8,16,594,1,,,a,f,2,271749,52,40,0
d,0,10,6,0,1,3,1,b,d,2,189775,25,20,0
b,0,2,14,0,1,,,a,b,1,401531,63,35,0
b,0,9,2,0,1,5,8,a,b,1,286967,59,45,0
c,0,13,1,0,1,5,4,b,e,1,164427,45,40,0
b,0,13,1,15024,1,3,6,a,b,1,91039,38,60,1
a,0,9,2,0,1,3,5,b,a,1,347934,40,35,0
c,0,9,2,0,1,4,1,a,a,1,371373,46,40,0
a,0,12,7,0,1,3,2,b,a,1,32220,35,60,0
c,0,9,2,0,1,3,4,b,e,1,187251,34,25,0
a,0,13,1,0,1,3,7,a,d,1,178107,33,20,0
c,0,9,2,0,1,3,1,b,e,1,343121,41,36,0
a,0,10,6,0,1,3,10,a,d,1,262749,20,40,0
a,0,3,12,0,26,3,5,a,d,1,403107,23,40,0
a,0,10,6,0,1,3,4,b,a,1,64293,26,35,0
b,0,9,2,0,1,,,a,b,1,303588,72,20,0
a,0,9,2,0,16,5,9,a,a,1,324960,23,40,0
b,0,9,2,0,1,5,8,a,b,1,114060,62,40,0
b,0,10,6,0,1,3,1,a,b,1,48925,52,40,0
c,0,10,6,0,27,3,5,b,e,1,180980,58,42,0
a,0,13,1,0,1,3,6,b,a,1,181054,25,40,0
a,0,13,1,0,1,3,2,a,a,2,388093,24,40,0
a,0,10,6,0,1,3,13,a,d,1,249609,19,8,0
b,0,10,6,0,1,3,2,a,b,1,112131,43,40,0
e,0,9,2,0,1,5,1,b,e,2,543162,47,40,0
c,0,9,2,0,1,3,5,b,e,1,91996,39,40,0
d,1380,11,8,0,1,3,3,a,e,1,141944,49,42,0
g,0,3,12,0,1,,,b,e,2,251804,53,30,0
a,0,11,8,0,1,3,7,a,a,1,37070,32,45,0
b,0,10,6,0,1,3,4,a,b,1,337587,34,50,1
c,0,9,2,0,1,3,7,a,a,1,189346,28,45,0
g,0,11,8,0,1,,,b,e,1,222216,57,38,0
a,0,10,6,0,1,3,1,b,a,4,267044,25,20,0
a,0,10,6,0,1,,,a,d,1,214635,20,24,0
a,0,10,6,0,1,,,b,e,1,204226,21,35,0
b,0,13,1,0,1,3,4,a,b,1,108116,34,50,1
b,0,13,1,15024,1,7,2,a,b,1,99146,38,80,1
b,0,9,2,7688,1,3,2,a,b,1,196232,50,50,1
c,0,10,6,0,1,5,3,a,a,2,248344,24,50,0
b,0,10,6,0,1,5,11,a,b,1,186035,37,45,1
c,0,10,6,0,1,3,10,a,e,1,177905,44,58,1
b,0,10,6,0,1,3,6,b,c,1,85812,28,40,0
b,0,13,1,0,1,3,2,a,b,1,221172,42,40,1
c,0,10,6,0,1,3,1,b,a,1,99183,74,9,0
b,0,9,2,0,1,2,7,a,b,1,190387,38,50,0
b,0,14,4,0,1,2,4,a,b,1,202692,44,40,0
c,0,7,3,0,8,3,10,b,e,5,109339,44,46,0
a,0,9,2,0,1,3,10,a,a,1,108658,26,40,0
b,0,9,2,0,1,3,5,a,b,2,197202,36,40,0
b,0,12,7,0,1,3,2,b,c,1,101739,41,50,1
b,0,15,11,20051,1,3,4,a,b,1,231559,67,48,1
b,0,8,16,0,1,5,11,a,b,1,207853,39,50,0
g,0,2,14,0,1,3,15,b,a,2,190942,57,30,0
e,0,11,8,0,1,3,7,a,a,1,102345,29,40,0
a,0,13,1,0,1,7,9,b,a,1,41493,31,45,0
a,0,9,2,0,1,,,b,e,2,190027,34,40,0
b,0,10,6,0,1,3,8,a,b,1,210525,44,40,0
a,0,16,10,0,1,3,4,a,d,1,133937,29,40,0
a,0,10,6,0,1,3,3,b,e,1,237903,30,40,0
a,0,9,2,0,1,3,8,a,a,1,163862,27,40,0
b,0,10,6,0,1,3,6,a,b,1,201872,27,50,0
a,0,9,2,0,1,3,3,b,a,1,84179,32,45,0
b,0,6,13,0,1,3,5,b,c,1,51662,58,8,0
b,0,10,6,0,1,5,13,a,b,1,233327,35,40,0
a,0,9,2,0,1,3,3,a,d,1,259510,21,36,0
a,0,10,6,0,1,3,7,a,e,1,184831,28,40,0
c,0,10,6,0,1,2,2,a,a,1,245724,46,50,0
e,0,9,2,0,1,2,5,b,e,1,27053,36,40,0
g,0,7,3,0,1,3,1,b,e,1,205343,72,40,0
b,0,9,2,0,1,3,10,b,c,2,229328,35,40,0
c,0,11,8,0,1,4,7,b,e,2,319560,33,40,1
a,0,7,3,0,1,3,10,b,a,1,136218,69,40,0
b,0,9,2,0,1,3,10,a,b,1,54576,35,40,0
e,0,9,2,0,,3,1,b,e,1,323069,31,20,0
b,0,9,2,0,1,3,11,b,c,1,148291,34,32,0
b,0,7,3,0,6,3,5,a,b,1,152453,30,40,0
a,0,13,1,0,1,3,8,a,a,1,114053,28,55,0
b,0,13,1,0,1,3,6,a,b,1,212960,54,35,1
b,0,10,6,0,1,3,4,a,b,1,264052,47,50,1
a,0,9,2,0,1,3,3,b,e,2,82804,24,40,0
b,0,13,1,0,1,2,4,a,b,1,334273,52,60,1
a,0,9,2,0,1,3,3,a,d,4,27337,20,48,0
b,0,14,4,5013,1,7,2,a,b,1,188436,43,45,0
e,0,4,9,0,6,3,5,b,e,1,433665,45,40,0
e,0,9,2,0,1,2,7,a,a,1,110663,29,35,0
c,0,14,4,0,1,3,2,a,e,1,87490,47,42,0
a,0,9,2,0,1,3,7,a,d,1,354351,24,40,0
b,0,9,2,0,1,3,4,a,b,1,95469,51,40,0
a,0,7,3,0,1,3,6,a,d,1,242718,17,12,0
b,1977,11,8,0,1,3,7,a,b,1,22463,37,40,1
a,0,16,10,0,1,3,4,b,a,1,158156,27,70,0
b,0,13,1,0,1,3,2,a,c,1,350162,29,40,1
a,0,8,16,0,1,,,a,d,1,165532,18,25,0
c,0,12,7,0,1,2,6,b,e,1,28738,36,35,0
a,0,13,1,0,1,5,4,b,a,1,283635,58,40,0
b,0,10,6,0,1,2,7,a,b,1,86646,26,45,0
b,0,10,6,0,1,,,a,b,1,195733,65,30,1
b,0,9,2,0,1,3,6,a,b,1,69884,57,40,1
b,0,9,2,0,1,3,7,a,b,1,199713,59,40,0
b,0,9,2,0,1,3,10,a,b,1,181659,27,40,0
a,0,13,1,0,1,2,11,a,a,1,340939,31,40,0
a,0,10,6,0,1,3,6,b,d,1,197747,21,24,0
a,0,10,6,0,1,3,1,a,a,1,34292,29,60,0
a,0,7,3,0,1,3,5,a,d,1,156764,18,40,0
b,1887,6,13,0,1,3,7,a,b,1,25826,52,47,1
c,0,13,1,0,1,7,4,a,a,1,103948,57,80,0
b,0,9,2,0,1,,,a,b,1,137390,42,40,0
b,0,9,2,0,1,,,b,c,3,105138,55,40,0
a,0,4,9,0,1,3,8,a,a,1,39352,60,48,1
b,0,13,1,7688,11,3,4,a,b,1,168387,31,40,1
a,0,13,1,0,1,3,1,b,d,1,117789,23,40,0
a,0,9,2,0,1,3,6,a,d,1,267147,27,40,0
a,0,10,6,0,1,,,b,e,4,99399,23,25,0
b,1902,15,11,0,1,2,4,a,b,1,214242,42,50,1
a,0,10,6,2174,1,3,11,a,a,1,200408,25,40,0
a,0,13,1,0,1,3,4,b,a,1,136455,49,45,0
a,0,13,1,0,1,3,11,a,a,1,239824,32,40,0
a,0,10,6,0,1,3,1,a,d,1,217039,19,28,0
c,0,4,9,0,1,3,5,b,a,1,51290,60,40,0
b,0,5,5,0,1,5,5,a,b,1,175674,42,40,0
a,0,12,7,0,1,2,9,a,a,1,194404,35,40,0
a,0,9,2,0,1,3,1,b,e,2,45612,48,37,0
b,0,14,4,0,1,3,7,a,b,1,410114,51,40,1
a,0,9,2,0,1,3,7,a,a,4,182521,29,40,0
e,0,9,2,0,1,5,2,a,a,2,339772,36,40,0
a,0,6,13,0,1,3,5,b,d,1,169658,17,21,0
c,0,14,4,6849,1,3,4,b,a,1,200853,52,60,0
a,0,9,2,0,1,3,7,a,a,1,247564,24,40,0
b,0,9,2,0,1,3,3,a,b,1,249909,24,50,0
a,0,13,1,1055,1,5,4,a,d,1,208122,26,40,0
a,0,13,1,0,1,3,5,b,d,1,109881,27,20,0
a,0,9,2,0,1,3,3,a,d,1,207824,39,60,0
b,0,9,2,0,1,3,8,a,b,2,369027,30,45,0
b,0,9,2,0,1,2,2,a,b,1,114117,50,32,0
b,0,13,1,0,1,7,6,a,b,1,51048,52,55,0
b,0,15,11,15024,1,3,4,a,b,1,102388,46,45,1
a,0,13,1,0,1,3,6,b,d,1,190483,23,20,0
g,0,7,3,0,1,3,5,b,a,2,462440,45,20,0
g,0,5,5,0,1,3,15,b,e,2,109351,65,24,0
b,0,11,8,0,1,3,8,a,b,1,34383,29,55,0
d,0,5,5,0,26,3,3,a,e,1,241832,47,40,0
a,0,9,2,0,1,3,9,a,d,2,124187,30,60,0
b,0,9,2,0,1,3,6,a,b,1,153614,34,45,1
b,0,9,2,0,1,2,6,a,b,1,267556,38,64,0
b,0,10,6,0,1,3,2,a,b,1,205469,33,40,1
b,0,13,1,0,1,3,6,a,b,1,268090,49,26,1
a,0,10,6,0,1,2,5,b,e,2,165039,47,40,0
e,0,6,13,0,1,5,5,b,e,2,120451,49,40,0
b,0,10,6,15024,1,3,7,a,b,1,154374,43,60,1
b,0,13,1,0,1,3,1,b,c,2,103649,30,40,1
b,0,9,2,0,1,2,7,a,b,1,35723,58,60,0
a,0,9,2,0,1,3,5,b,d,1,262601,19,14,0
a,0,13,1,0,1,3,3,a,a,1,226181,21,40,0
b,0,13,1,15024,1,3,2,a,b,1,175697,33,60,1
b,0,3,12,0,2,7,8,a,b,1,248145,47,50,0
b,0,16,10,0,1,2,4,a,b,1,289436,52,60,1
c,0,9,2,0,1,3,7,a,a,1,75654,26,55,0
b,0,9,2,0,1,3,7,a,b,1,199378,60,40,0
a,0,10,6,0,1,3,3,a,d,1,160968,21,40,0
b,0,10,6,5178,1,3,6,a,b,1,188563,36,50,1
b,0,10,6,0,1,3,7,a,b,1,55849,31,45,0
e,0,16,10,0,1,7,4,a,a,1,195322,50,40,1
c,0,9,2,0,1,5,1,b,e,1,402089,31,40,0
b,0,9,2,0,1,3,7,a,b,1,78277,71,15,0
b,0,9,2,0,1,,,a,b,1,158611,58,50,0
b,0,13,1,0,1,1,11,a,b,1,169496,30,40,1
a,0,10,6,0,1,3,5,a,d,1,130959,20,20,0
a,0,9,2,4101,1,3,2,a,f,1,556660,24,50,0
b,0,16,10,0,22,3,4,a,b,3,292472,35,40,1
e,0,10,6,0,1,1,2,b,a,1,143774,38,45,0
a,0,9,2,0,1,3,10,b,d,1,288341,27,32,0
a,0,10,6,0,14,1,1,b,e,3,71592,29,40,0
g,0,5,5,1111,1,,,b,e,1,167358,70,15,0
b,0,9,2,0,1,3,7,a,b,1,106742,34,45,0
b,0,4,9,0,1,3,7,a,b,1,219288,44,35,0
b,0,9,2,0,1,3,10,a,b,1,174524,43,40,1
b,0,8,16,0,1,2,3,a,b,2,335183,44,40,1
a,0,14,4,0,1,3,6,a,a,1,261293,35,60,0
a,0,10,6,0,1,3,4,a,a,1,111900,27,40,0
a,0,14,4,0,1,5,4,a,a,1,194360,43,38,0
a,0,10,6,0,1,3,6,b,a,1,81145,20,25,0
c,0,12,7,8614,1,3,4,b,e,1,341204,42,40,1
b,0,10,6,3411,1,1,8,a,b,1,249362,27,40,0
b,0,9,2,0,1,3,7,a,b,2,247019,42,40,1
d,1762,7,3,0,7,,,b,d,3,114746,20,40,0
a,1721,5,5,0,1,3,10,a,a,1,172146,24,40,0
c,0,10,6,0,1,4,2,a,a,1,110457,48,40,0
a,0,7,3,0,1,,,b,d,1,80077,17,20,0
a,0,7,3,0,1,2,9,a,d,1,368700,17,10,0
b,0,13,1,0,1,3,2,a,b,1,182556,33,40,1
b,0,9,2,0,1,7,6,a,b,1,219420,50,50,1
a,0,9,2,2597,1,3,6,b,d,1,240817,22,40,0
a,0,8,16,0,1,3,5,a,d,1,102726,17,16,0
b,0,10,6,0,6,3,1,a,b,1,226267,32,40,0
a,0,9,2,0,1,3,7,a,a,1,125457,31,45,0
g,0,9,2,0,1,2,2,a,a,1,204021,58,50,0
a,0,9,2,0,1,5,13,a,d,1,92262,29,48,0
b,0,11,8,0,24,3,7,a,b,1,161141,37,40,1
b,0,9,2,0,1,2,7,a,b,1,190290,34,40,1
e,0,10,6,0,1,5,2,a,e,2,430828,23,40,0
a,0,7,3,0,1,1,1,b,d,1,59342,18,5,0
c,0,9,2,0,1,3,2,b,a,1,136721,34,40,0
a,0,4,9,0,1,,,a,a,1,149422,66,4,0
b,0,13,1,0,1,5,4,b,c,1,86644,45,55,0
a,0,14,4,0,25,3,2,a,a,1,195124,41,35,0
a,0,9,2,0,1,3,5,a,f,1,167350,26,30,0
b,0,10,6,0,1,5,9,a,b,1,113000,54,40,0
a,0,10,6,0,1,3,10,b,d,2,140027,24,45,0
b,0,10,6,0,1,3,4,a,b,1,262425,42,50,0
a,0,10,6,0,1,3,4,a,d,1,316702,20,20,0
a,0,13,1,0,1,1,11,b,a,1,335453,23,20,0
a,0,12,7,0,1,,,a,f,1,202480,25,45,0
a,0,14,4,0,1,3,4,a,a,1,203628,35,60,1
b,1902,14,4,0,1,3,11,a,b,1,118710,31,40,1
a,0,13,1,0,16,3,4,b,d,1,189620,30,40,0
a,0,9,2,0,1,3,6,b,d,1,475028,19,20,0
a,0,13,1,0,1,5,4,a,a,1,110866,36,50,0
g,1380,13,1,0,2,3,6,b,e,1,243605,31,40,0
a,0,10,6,0,1,3,3,a,d,1,163870,21,30,0
b,0,10,6,0,1,2,7,a,b,1,80145,31,40,0
c,0,16,10,25236,1,3,4,b,e,1,295566,46,65,1
c,0,13,1,0,1,3,2,b,d,1,63042,44,50,1
b,0,8,16,0,3,3,5,a,b,2,229148,40,40,0
a,0,10,6,0,1,3,6,a,a,2,242552,45,40,0
b,0,9,2,0,1,3,7,a,b,1,177665,60,35,0
a,0,7,3,0,1,3,5,a,f,1,208103,18,25,0
b,0,13,1,0,1,3,4,a,b,1,296450,28,40,0
c,0,10,6,0,1,3,1,b,e,2,70282,36,40,0
e,0,13,1,0,,3,4,a,a,1,271767,36,40,0
b,0,11,8,4386,1,3,11,a,b,1,144995,40,40,0
c,0,13,1,0,9,5,1,b,e,1,382635,36,35,0
e,0,9,2,0,1,3,5,b,e,2,295697,31,40,0
b,0,9,2,0,1,3,10,a,b,1,194141,33,40,0
a,0,9,2,0,1,1,11,b,d,1,378418,19,40,0
a,0,10,6,0,1,3,6,b,d,1,214399,22,15,0
b,0,13,1,0,1,3,2,a,b,1,217460,34,45,1
a,0,9,2,0,1,3,5,a,a,1,182556,33,40,0
b,2051,9,2,0,1,3,7,a,b,1,125831,41,60,0
a,0,13,1,4650,1,3,4,a,a,1,271328,29,40,0
b,0,9,2,0,1,5,2,a,b,1,50459,50,42,1
b,0,13,1,7298,1,3,2,a,b,1,162140,42,45,1
a,0,13,1,0,,3,4,a,a,1,177937,43,40,1
b,0,9,2,0,1,3,6,b,c,1,111502,44,40,0
a,0,10,6,0,1,3,5,b,a,1,299047,20,20,0
b,0,9,2,0,6,3,5,a,b,1,223212,31,40,0
b,0,7,3,9386,,2,2,a,b,1,118474,65,59,1
a,0,10,6,0,1,3,5,b,a,1,352139,23,24,0
c,0,10,6,0,1,3,1,b,a,3,173093,55,40,0
b,2377,11,8,0,1,3,1,a,b,1,181655,26,45,0
a,0,11,8,0,1,3,5,b,d,1,332702,25,15,0
b,0,10,6,0,1,,,b,c,2,51164,45,40,0
b,0,10,6,2407,1,3,7,a,b,1,234901,35,40,0
a,0,10,6,0,1,3,6,b,a,2,131414,36,36,0
b,0,13,1,0,1,1,4,a,b,1,260960,43,50,0
g,0,9,2,594,1,3,5,b,e,2,156052,56,20,0
b,0,13,1,0,1,3,11,a,b,1,279914,42,40,1
a,0,10,6,0,1,3,5,b,f,1,192453,19,25,0
b,0,9,2,0,1,2,8,a,b,1,200939,55,72,0
a,0,14,4,14084,1,3,2,b,a,1,151408,42,50,1
a,0,11,8,0,1,3,11,a,d,1,112847,26,40,0
a,0,8,16,0,1,3,3,a,d,1,316929,17,20,0
b,0,13,1,0,1,5,4,b,c,1,126319,42,40,1
b,0,9,2,7688,1,3,8,a,b,1,197422,55,40,1
a,0,10,6,0,1,3,1,b,d,2,267736,32,40,0
a,0,7,3,0,23,3,7,a,d,2,267034,29,40,0
b,0,13,1,0,1,1,4,a,b,1,193047,46,37,0
b,0,13,1,7688,1,1,2,a,b,1,356089,29,40,1
a,0,13,1,0,1,3,4,a,e,1,223515,22,20,0
b,0,6,13,0,1,2,7,a,b,1,87510,58,40,0
a,0,9,2,0,1,3,8,a,e,1,145111,23,50,0
a,0,9,2,0,1,3,3,a,a,1,48093,39,40,0
a,0,11,8,0,1,3,7,a,d,1,31757,27,38,0
b,0,9,2,0,1,3,8,a,b,1,285854,54,40,1
a,0,13,1,0,1,5,4,b,a,1,120064,33,45,0
b,0,9,2,0,1,4,1,b,c,1,167381,46,40,1
a,0,9,2,0,1,3,9,a,a,2,103408,37,40,0
a,0,9,2,0,1,3,5,b,a,1,101460,36,18,0
b,0,9,2,0,1,5,1,b,c,1,420537,59,38,1
c,0,9,2,0,24,5,13,a,e,1,119411,34,40,0
b,0,16,10,0,1,7,2,a,b,1,128272,53,70,1
a,0,13,1,0,1,3,6,a,a,1,386773,51,55,1
e,0,6,13,0,1,3,5,b,e,1,283268,32,42,0
d,0,10,6,0,1,1,5,a,f,1,301526,31,40,0
b,0,10,6,0,12,3,6,b,c,1,151790,22,30,0
c,0,13,1,0,1,2,6,b,a,1,106252,47,50,0
a,0,9,2,0,1,3,10,a,a,1,188557,32,40,0
a,0,10,6,0,1,3,9,b,a,1,171114,26,38,0
e,0,3,12,0,28,3,9,a,a,1,327323,37,32,0
c,0,9,2,0,1,3,7,a,e,1,244147,31,55,0
b,0,11,8,0,1,3,11,b,c,1,280282,37,24,1
a,0,9,2,0,1,3,6,a,a,1,116442,55,38,0
c,0,11,8,0,1,5,11,a,a,1,282579,23,56,0
c,0,10,6,0,1,3,1,b,e,1,51838,36,40,0
b,0,14,4,0,,3,4,a,b,1,73585,34,40,0
b,0,13,1,0,1,3,6,a,b,1,226902,43,50,1
a,0,10,6,0,1,3,11,a,a,1,279129,54,40,0
b,0,10,6,0,,1,7,a,b,1,146908,43,40,0
a,1669,11,8,0,1,3,10,b,a,1,196690,28,42,0
b,0,11,8,0,1,3,2,a,b,1,130760,40,50,1
b,0,10,6,0,1,2,2,a,b,1,49572,41,60,0
a,0,13,1,0,1,3,6,b,a,5,237601,40,55,1
c,0,10,6,0,1,3,1,b,a,2,169628,42,38,0
b,2352,9,2,0,1,2,9,a,b,1,36671,61,50,0
a,0,8,16,0,1,3,10,a,d,1,231193,18,30,0
b,0,9,2,0,1,,,a,b,1,192130,59,16,0
a,0,9,2,1055,1,,,b,a,1,149704,21,40,0
b,0,11,8,0,1,3,11,a,b,1,102102,48,50,1
b,0,13,1,0,1,7,11,a,b,1,32185,41,40,0
a,0,10,6,0,1,,,a,d,1,196061,18,33,0
a,0,9,2,2463,1,3,6,b,a,1,211046,23,40,0
b,0,9,2,0,1,3,8,a,b,1,31577,60,60,1
a,0,10,6,0,1,3,5,a,f,2,162343,22,20,0
b,0,9,2,0,1,3,10,a,b,1,128831,61,40,0
a,0,9,2,0,1,3,10,a,a,2,316688,25,40,0
a,0,14,4,0,1,3,11,a,a,1,90758,46,35,1
b,1902,13,1,0,10,3,2,a,b,1,274363,43,40,1
c,0,12,7,0,1,3,7,a,a,1,154538,43,40,0
a,1721,9,2,0,1,3,5,a,d,2,106085,24,30,0
a,0,7,3,0,1,2,9,a,e,1,315859,68,20,0
c,0,9,2,0,1,3,1,b,e,1,51471,31,38,0
a,0,7,3,0,1,3,6,b,d,1,193830,17,20,0
b,0,9,2,5178,1,3,7,a,b,1,231043,32,48,1
d,0,14,4,0,1,,,a,f,1,23780,50,40,0
b,0,13,1,3103,1,3,4,a,b,1,169879,33,47,1
b,0,13,1,0,1,3,4,a,b,1,270333,64,40,1
a,0,9,2,0,1,3,8,a,d,1,138768,20,30,0
e,0,9,2,0,1,3,5,b,d,1,191571,30,36,0
a,0,10,6,0,1,,,a,d,2,219941,22,40,0
c,0,10,6,0,1,3,2,a,a,1,94113,43,45,0
a,0,10,6,0,1,3,1,a,d,1,137510,22,40,0
a,0,6,13,0,1,3,9,a,d,1,32607,17,20,0
b,0,9,2,0,15,2,5,b,c,1,93208,47,75,0
a,0,11,8,0,1,3,4,b,a,1,254440,41,60,0
b,0,10,6,0,1,3,7,a,b,1,186556,56,50,1
b,0,9,2,0,1,3,8,a,b,1,169871,64,45,0
b,0,9,2,0,1,3,8,a,b,1,191277,47,50,1
a,0,11,8,0,1,3,1,a,e,1,167159,48,40,0
a,0,14,4,0,1,3,4,b,a,1,171871,31,46,0
a,0,11,8,0,1,3,11,a,d,1,154411,29,40,0
g,0,9,2,0,1,3,1,b,a,1,129227,30,40,0
b,1672,9,2,0,1,3,2,a,b,1,110331,32,60,0
g,653,9,2,0,1,3,8,a,e,1,34269,57,42,1
g,0,9,2,0,1,3,5,b,a,1,174355,62,40,0
e,0,9,2,0,1,3,10,b,e,1,680390,39,24,0
a,0,10,6,0,1,3,1,a,a,1,233130,43,25,0
a,0,13,1,0,1,7,6,a,d,1,165474,24,40,0
b,0,7,3,0,1,,,a,b,1,257780,42,15,0
b,0,10,6,4386,1,3,1,b,c,1,194259,53,40,1
a,0,10,6,0,1,3,3,a,d,1,280093,26,40,0
b,0,9,2,0,1,2,2,a,b,1,177387,73,40,0
g,0,7,3,0,1,,,b,a,1,28929,72,24,0
b,0,9,2,0,1,3,10,a,b,1,105304,55,40,0
c,0,9,2,0,1,3,1,a,a,1,499233,25,40,0
c,0,13,1,0,1,3,4,b,a,1,180572,41,50,1
a,0,13,1,0,1,3,2,a,a,1,321435,24,50,0
g,0,9,2,0,1,3,9,a,a,1,86108,63,6,0
a,0,7,3,0,1,3,6,a,d,1,198124,17,20,0
b,0,10,6,0,1,3,7,a,b,1,135162,35,50,0
b,0,10,6,0,1,3,4,a,b,1,146813,51,40,1
g,0,13,1,0,1,5,4,b,a,1,291175,62,48,0
b,0,9,2,4386,1,3,7,a,b,1,387569,55,40,1
c,0,10,6,0,1,3,4,a,a,1,102895,43,40,0
c,0,9,2,0,1,5,5,b,a,1,33274,40,50,0
b,0,13,1,0,1,3,2,a,b,1,86551,37,45,1
b,0,13,1,0,1,3,7,a,b,1,138192,39,40,0
a,0,9,2,0,1,3,7,a,d,1,118966,31,18,0
g,0,14,4,0,1,3,4,b,a,1,99784,61,40,1
c,0,11,8,0,1,3,1,b,a,1,90980,26,55,0
b,0,9,2,0,1,2,6,a,b,1,177407,46,50,0
a,0,13,1,0,1,3,4,b,a,1,96467,26,40,0
c,0,16,10,0,1,1,4,a,d,1,327886,48,50,1
a,0,9,2,0,1,3,8,a,d,1,111567,34,40,0
a,0,9,2,0,1,5,1,b,d,1,166545,34,40,0
b,0,9,2,0,1,3,5,a,b,1,142182,59,40,1
a,0,13,1,0,1,3,4,b,d,1,188798,34,40,0
a,0,13,1,0,1,3,2,b,a,1,38563,49,56,1
a,0,7,3,0,1,3,1,b,d,1,216284,18,20,0
b,0,9,2,0,6,3,9,a,b,1,191547,43,40,0
b,0,7,3,0,1,3,2,a,b,1,285335,48,50,0
b,0,10,6,0,1,7,2,a,b,1,142712,28,70,0
b,0,9,2,0,1,3,10,a,b,1,80945,33,40,0
a,0,10,6,0,1,3,6,b,a,1,309055,24,15,0
a,0,6,13,0,1,3,3,a,a,1,62339,21,40,0
a,0,7,3,0,1,3,6,a,d,1,368700,17,28,0
b,0,10,6,0,1,3,9,a,b,1,176186,39,50,1
e,0,13,1,0,1,2,4,a,d,1,266855,29,40,0
b,0,13,1,0,1,3,2,a,b,1,48087,44,40,1
a,0,10,6,0,1,3,8,a,d,1,121313,24,50,0
b,0,14,4,10605,1,2,6,a,b,1,143437,71,40,1
b,2415,13,1,0,29,2,6,a,b,3,160724,51,40,1
c,0,3,12,0,1,3,5,a,e,2,282753,55,25,0
b,0,13,1,0,1,3,2,a,b,1,194636,41,60,1
a,0,9,2,0,1,3,3,b,e,2,153044,23,7,0
c,0,11,8,0,1,3,1,b,e,1,411797,38,40,0
b,0,9,2,0,1,3,8,a,b,1,117683,39,40,1
a,0,9,2,0,1,3,1,b,a,1,376540,19,30,0
c,0,5,5,0,1,3,10,b,a,1,72393,49,40,0
b,0,13,1,0,14,3,1,a,f,1,270335,32,40,1
b,0,9,2,0,1,3,7,a,b,1,96226,27,70,0
b,0,13,1,0,1,3,6,a,b,1,95336,38,50,1
b,0,10,6,0,1,3,7,b,c,1,258498,33,60,0
b,0,10,6,0,1,,,a,b,1,149698,63,15,0
a,0,13,1,0,1,3,2,a,d,1,205865,23,28,0
b,0,10,6,0,,7,7,a,b,1,155781,33,60,0
b,0,9,2,0,1,2,6,a,b,2,406468,54,40,0
c,0,11,8,2174,1,3,11,b,a,1,177119,29,45,0
c,0,10,6,0,1,,,b,e,2,144397,48,30,0
a,0,13,1,0,1,2,2,a,a,1,372525,35,40,0
b,0,11,8,0,4,3,1,b,c,3,164170,28,40,0
b,0,13,1,7688,1,3,4,a,b,1,183800,37,50,1
b,0,15,11,0,1,2,9,a,b,1,177307,42,65,1
b,0,14,4,0,1,3,4,a,b,1,170108,40,40,0
c,0,10,6,0,1,3,6,a,d,1,341995,47,55,0
a,0,13,1,0,1,3,2,b,d,1,226508,22,50,0
